one-hot__Sex_Male,one-hot__Where_do_you_climb_Indoor Climbing only,one-hot__Where_do_you_climb_Indoor and outdoor climbing,one-hot__Where_do_you_climb_Outdoor Climbing only,Timestamp,Height_(cm),Weight_(KG),Arm_Span_(cm),How_long_have_you_been_climbing_for,Hardest_V_Grade_ever_climbed_,Hardest_V_Grade_climbed_in_the_Last_3_months,The_V_grade_you_can_send_90-100%_of_routes_,Hardest_Route_grade_climbed_(Ewbank_grade)_,Hardest_route_climbed_last_3_months_(ewbank),Route_grade_you_can_send_90-100%_of_climbs,Frequency_of_climbing_sessions_per_week,Average_hours_climbing_per_week_(not_including_training),Average_hours_Training_for_climbing_per_week_,Hangboard_Frequency_per_week_,Max_Weight_hangboard_18mm_edge_-_Half_crimp_(KG)__(10_seconds)_(added_weight_only),Max_Weight_hangboard_18mm_edge_-_open_crimp_(KG)_(10_seconds)__(added_weight_only),"Min_Edge_used_(mm,_+kg_if_weight_added_)_-_Half_Crimp_(10_seconds)","Min_Edge_used_(mm,_+kg_if_weight_added)_-_Open_crimp_(10_seconds)_",Campus_Board_frequency_per_week_,Campus_Board_time_per_week_(hours),Frequency_of_Endurance_training_sesions_per_week,General_Strength_Training_frequency_per_week_,Time_spent_General_strength_training_(hours),"Other_activities_(ie_yoga,_cardio)",Max_pull_up_reps,5_rep_max_weighted_pull_ups,max_push_ups_reps,max_L-sit_time_,Back 2,Back 3,Front 2,Front 3,Full Crimp,Half Crimp,I don't Hangboard,Middle 2,Monos,Open Crimp,Pinch,Slopers,"""no hangs""",I don't hangboard,Max weight,Min Edge,One arm hang program,Other protocol,Repeaters,,4x4,ARC,Feet on 'campusing',I don't train for endurance,Laps of routes,Max moves,hangboard repeater protocols,other,route climbing intervals,systems boards,threshold intervals,Antagonists,Core,Legs,No other strength training,Upper body pulling,Upper body pushing
0.0,1.0,0.0,0.0,1485756101000000000,171.0,74.0,178.0,2.0,5.0,5.0,4.0,25.0,25.0,23.0,1,3,0,0,,,,,0,0,0,0,0,"swimming, running, cycling",2,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485756494000000000,170.0,66.5,171.0,10.0,4.0,4.0,3.0,24.0,18.0,18.0,2,4,8,1,18.0,Can't do 18mm,20mm,20mm,0,0,3,1,1,"Running, Hiking",10,0.0,30.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485756676000000000,188.0,87.0,200.0,1.0,6.0,6.0,4.0,22.0,22.0,19.0,3,7,2,0,,,,,0,0,0,2,1,yoga,8,0.0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485757029000000000,180.0,74.0,180.0,2.0,8.0,6.0,4.0,24.0,24.0,21.0,3,9,0,3,30.0,20 no hang,,,0,0,0,3,5,Static stretching ,12,195.0,30.0,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485758520000000000,186.0,70.0,196.0,0.0,5.0,5.0,2.0,22.0,22.0,20.0,4,10,0,0,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485758617000000000,177.0,61.2,177.0,1.0,5.0,5.0,3.0,,,,3,5,3,0,,,,,0,0,0,1,1,Hiking,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0.0,1.0,0.0,1485759778000000000,175.0,73.0,177.0,15.0,7.0,6.0,4.0,32.0,32.0,29.0,3,5,2,0,,,,,0,0,0,1,1,Rowing!,3 x 8,,38.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
1.0,0.0,1.0,0.0,1485759893000000000,168.0,55.0,173.0,5.0,13.0,12.0,8.0,,,,3,5,3,1,,,,,3,2,1,3,1,,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
1.0,1.0,0.0,0.0,1485763720000000000,193.0,90.0,195.0,3.0,,,,25.0,25.0,19.0,3,9,1,0,,,,,3,2,0,3,3,,23,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,0.0,1.0,0.0,1485763785000000000,175.0,56.7,177.5,8.0,10.0,9.0,7.0,,,,3,9,1,1,,,,,0,0,0,0,0,,20,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485764371000000000,160.0,52.0,163.0,2.0,7.0,7.0,5.0,,,,3,9,9,3,9.0,16,,,3,1,0,3,3,,15,16.0,50.0,15.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
1.0,0.0,1.0,0.0,1485765822000000000,185.0,67.0,,6.0,,,,22.0,20.0,17.0,2,1,4,0,,,,,2,0,0,1,1,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1.0,0.0,1.0,0.0,1485766854000000000,177.0,71.0,178.0,15.0,10.0,9.0,8.0,30.0,28.0,27.0,3,7,2,2,,55,10,14,2,1,2,3,2,"Some cardio, cycling",25,32.0,25.0,,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485767270000000000,160.0,44.0,167.0,4.0,9.0,9.0,6.0,,,,7,12,12,3,55.0,,6,,0,0,3,4,4,Running,,16.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485768441000000000,172.0,68.0,172.0,2.0,9.0,9.0,7.0,,,,3,4,5,2,,28,6,,1,1,0,3,9,"Very light cardio (fast walking, etc)",25,100.0,,,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485770660000000000,180.0,63.0,177.0,15.0,9.0,8.0,7.0,27.0,24.0,24.0,3,4,6,2,35.0,43,10 +13,12 +25,0,0,0,1,1,,22,20.0,35.0,30.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0.0,1.0,0.0,1485772811000000000,184.0,78.0,184.0,4.0,11.0,10.0,8.0,26.0,,,4,11,2,0,35.0,35+,"10mm, 5kg","10mm, 10kg",1,1,1,2,6,"21h other sports (athletics, gymnastics, volley/basket/handball/soccer a week not counting climbing and weighttraining",15-20,30.0,50.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485774151000000000,183.0,77.5,193.0,2.0,10.0,10.0,7.0,,,,5,12,6,3,,55 kg,7mm + 7.5kg,7mm+ 12.5kg,1,1,0,3,4,mountain biking ,18,,42.0,50.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485774400000000000,182.0,78.0,190.0,3.0,7.0,6.0,4.0,22.0,20.0,19.0,3,2,3,1,0.0,0,0,0,0,0,0,2,1,"cycling, running",20,,50.0,20.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485774786000000000,184.0,90.0,186.0,15.0,8.0,6.0,4.0,26.0,17.0,22.0,2,4,0,0,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485774812000000000,178.0,68.0,178.0,2.0,8.0,8.0,6.0,26.0,26.0,24.0,2,6,0,0,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485775137000000000,178.0,79.0,172.0,13.0,8.0,7.0,5.0,30.0,27.0,24.0,4,9,0,0,,,,,0,0,0,0,0,Disc Golf,12,,25.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485775486000000000,190.0,87.0,194.0,5.0,3.0,3.0,2.0,17.0,17.0,17.0,2,2,2,0,,,,,0,0,0,5,6,,8,25.0,12.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485776448000000000,185.0,86.0,188.0,10.0,7.0,6.0,5.0,,,,2,5,1,0,,,,,2,1,0,0,0,,15,,20.0,,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1.0,1.0,0.0,0.0,1485776735000000000,176.0,70.0,180.0,0.0,3.0,3.0,2.0,22.0,22.0,20.0,2,6,0,0,,,,,0,0,0,2,2,,19,,50.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485777058000000000,185.0,68.0,188.0,4.0,8.0,7.0,5.0,25.0,,25.0,3,3,0,0,,,,,0,0,0,0,0,cycling,10,,10.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485778401000000000,183.0,84.0,190.5,1.0,8.0,7.0,6.0,25.0,20.0,20.0,6,5,10,1,,,,,2,5,0,4,10,,14,,30.0,30.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485779106000000000,185.0,82.0,178.0,1.0,6.0,6.0,4.0,24.0,24.0,19.0,3,9,0,0,,,,,0,0,3,2,4,Cardio,16,,25.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485780234000000000,184.0,75.0,187.0,3.0,7.0,7.0,5.0,25.0,25.0,22.0,3,12,6,1,0.0,0,,,1,1,2,2,8,"Yoga, running",20,20.0,50.0,30.0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
0.0,1.0,0.0,0.0,1485780431000000000,175.0,55.0,167.0,11.0,,,,25.0,22.0,20.0,2,6,1,1,,,,,0,0,1,0,0,,,,,,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485780466000000000,188.0,83.5,,4.0,6.0,6.0,5.0,24.0,24.0,22.0,3,8,3,1,,,,,1,1,1,4,4,Yoga,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1.0,0.0,1.0,0.0,1485782152000000000,187.96,73.5,193.0,2.0,8.0,7.0,5.0,,,,3,6,3,3,,,,,2,1,0,2,2,,,,,,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
1.0,0.0,1.0,0.0,1485782257000000000,172.0,67.0,178.0,4.0,9.0,8.0,7.0,28.0,25.0,26.0,4,10,10,0,,,,,0,0,0,5,10,,20?,40.0,70.0,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485783060000000000,183.0,68.0,182.0,2.0,6.0,5.0,4.0,23.0,22.0,20.0,3,8,1,0,,,,,3,1,2,3,1,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,1485783595000000000,157.5,48.5,157.0,2.0,7.0,7.0,5.0,27.0,27.0,23.0,4,8,4,2,,,,,1,1,1,4,3,,7,,,15.0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485783782000000000,180.0,73.4,183.0,7.0,10.0,10.0,6.0,,,,3,2,5,1,,,,,0,0,0,3,1,yoga,25,,45.0,45.0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,1.0,0.0,0.0,1485784484000000000,177.0,59.0,177.0,5.0,6.0,6.0,4.0,22.0,22.0,18.0,3,7,0,0,,,,,0,0,0,0,0,,15,,50.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485784518000000000,178.0,58.0,,1.0,6.0,6.0,4.0,,,,2,5,1,0,,,,,0,0,0,1,1,,10,,25.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,1.0,0.0,0.0,1485785408000000000,181.0,74.0,,0.0,5.0,5.0,3.0,,,,3,6,0,0,,,,,0,0,1,0,0,"ride a bike, video games",maybe 5,,20.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,1485785485000000000,168.0,52.0,172.0,7.0,6.0,6.0,4.0,24.0,24.0,22.0,3,7,6,2,,,,,2,2,2,1,1,"Running, yoga",17,,46.0,,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1.0,0.0,1.0,0.0,1485786687000000000,180.0,71.0,180.0,3.0,5.0,5.0,4.0,26.0,26.0,25.0,4,11,2,2,11.0,23,,,0,0,0,1,1,,,36.0,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485786992000000000,180.0,70.3,187.0,9.0,11.0,9.0,8.0,29.0,26.0,28.0,4,8,8,2,45.0,,,,0,0,2,2,4,,18,80.0,21.0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485787418000000000,182.0,72.5,182.0,3.0,4.0,4.0,2.0,20.0,18.0,16.0,2,5,0,0,,,,,0,0,0,0,1,,10,,50.0,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485787463000000000,178.0,85.0,186.0,5.0,8.0,6.0,4.0,26.0,23.0,21.0,1,3,3,0,,,,,1,0,1,5,9,"Gymnastics, skiing, surfing",20,,80.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485787611000000000,183.0,93.0,183.0,5.0,6.0,6.0,4.0,,,,3,4,1,0,,,12,12,0,0,1,5,5,Biking 60 minutes a day,18,60.0,40.0,,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485787714000000000,172.0,67.0,174.0,5.0,6.0,5.0,4.0,26.0,24.0,20.0,2,5,0,0,,,,,0,0,1,2,2,Muay Thai,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1.0,0.0,1.0,0.0,1485787983000000000,176.0,58.0,179.0,5.0,10.0,9.0,8.0,28.0,27.0,25.0,4,12,6,2,10.0,10kg,8mm,8mm,1,1,1,3,1,running. Lots of running,50,20.0,50.0,60.0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485788163000000000,181.0,79.4,182.0,2.0,9.0,9.0,7.0,28.0,28.0,27.0,5,9,3,2,7.0,,,,2,2,1,6,7,Cardio,30,45.0,,30.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485788266000000000,183.0,71.2,183.0,10.0,7.0,7.0,6.0,25.0,22.0,24.0,3,7,1,2,27.0,,7,9,0,0,0,2,1,,14,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1.0,0.0,1.0,0.0,1485788567000000000,171.0,74.0,180.0,4.0,6.0,,4.0,27.0,27.0,25.0,3,7,0,0,,not applicable ,not applicable ,not applicable ,0,0,3,2,2,Squash 1 time per week,20,45.0,75.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
1.0,0.0,1.0,0.0,1485788922000000000,175.0,50.0,110.0,10.0,7.0,7.0,4.0,21.0,21.0,19.0,1,3,8,0,,-,-,-,0,0,0,7,7,"Yoga, jogging, cycling, hiking ",10,,20.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1.0,1.0,0.0,0.0,1485789226000000000,190.0,100.0,,0.0,1.0,1.0,0.0,,,,2,4,0,0,,,,,0,0,0,4,6,Cardio,10,10.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485789320000000000,178.0,78.0,185.0,3.0,7.0,6.0,4.0,23.0,23.0,20.0,4,6,8,1,,,,,3,1,1,1,2,"MTB riding, trail running",15,7.0,40.0,,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1.0,0.0,1.0,0.0,1485789645000000000,173.0,61.2,166.0,4.0,9.0,9.0,7.0,29.0,29.0,27.0,5,14,6,1,,,,,2,2,0,1,2,,,,,,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1.0,0.0,1.0,0.0,1485791361000000000,167.0,60.5,169.0,4.0,8.0,6.0,6.0,26.0,26.0,26.0,2,4,2,1,15.0,15,Unknown,Unknown,1,1,1,2,2,Cycling,Unsure,,,35.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485791428000000000,175.0,86.0,,2.0,6.0,6.0,4.0,25.0,22.0,23.0,4,12,4,2,5.0,4,,5,1,2,1,1,2,Cardio yoga,15,10.0,27.0,60.0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485791853000000000,185.0,72.0,183.0,13.0,11.0,9.0,8.0,30.0,27.0,29.0,3,2,6,2,25.0,20,6mm 10kg,,2,1,2,2,2,Pilates,,,,15.0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,0.0,0.0,1.0,1485792446000000000,178.0,75.0,176.0,1.0,,,,23.0,22.0,20.0,0,0,2,0,,,,,0,0,2,2,2,"Yoga, soccer, cardio",24,20.0,46.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485793119000000000,179.0,70.0,178.0,11.0,6.0,6.0,4.0,27.0,27.0,23.0,2,6,2,1,,,,,0,0,0,0,0,,15,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485793532000000000,175.0,68.0,175.0,3.0,9.0,9.0,7.0,26.0,25.0,24.0,4,6,3,2,,,,,0,0,0,1,1,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485793862000000000,170.0,70.0,,8.0,7.0,6.0,5.0,,,,1,2,1,0,,,,,1,0,0,1,1,,6,20.0,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1.0,0.0,1.0,0.0,1485794157000000000,165.0,63.0,169.0,14.0,10.0,6.0,6.0,24.0,23.0,22.0,1,3,1,2,30.0,30,20,20,1,1,0,2,1,Occasional Yoga,20,10.0,50.0,,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
0.0,0.0,1.0,0.0,1485794811000000000,163.0,53.0,161.0,1.0,3.0,3.0,2.0,22.0,20.0,20.0,2,5,2,0,,,,,0,0,1,1,1,"Running, stairs ",2,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
1.0,0.0,1.0,0.0,1485795442000000000,,60.0,,6.0,5.0,4.0,3.0,24.0,23.0,23.0,2,3,2,2,45.0,,,,0,0,1,2,2,daily bike comuting,,12.0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1.0,0.0,1.0,0.0,1485796570000000000,178.0,75.0,180.0,13.0,10.0,10.0,7.0,,,,4,16,4,2,45.0,45,8,,0,0,2,2,1,,25,135.0,50.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1.0,0.0,1.0,0.0,1485798286000000000,177.4,66.0,177.9,15.0,10.0,8.0,7.0,30.0,28.0,27.0,4,2,6,1,16.0,16,,,2,3,1,1,2,Stretching ,,35.0,30.0,1.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1.0,1.0,0.0,0.0,1485798684000000000,191.0,84.0,195.0,2.0,3.0,3.0,1.0,19.0,17.0,17.0,1,3,0,0,,,,,0,0,0,0,0,"yoga, running",15,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,1485799918000000000,172.0,67.0,175.0,7.0,9.0,9.0,8.0,28.0,27.0,27.0,4,1,9,1,,,,,2,2,0,3,3,1hour cardio,12,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,0.0,1.0,0.0,1485800714000000000,180.5,65.8,190.5,1.0,8.0,8.0,6.0,25.0,24.0,23.0,3,9,1,0,,N/a,N/a,N/a,0,0,1,0,0,N/a,15?,,15.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485801050000000000,172.0,59.0,172.0,2.0,7.0,7.0,4.0,,,,4,12,0,0,,,,,0,0,0,2,4,,15,40.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
0.0,1.0,0.0,0.0,1485801087000000000,153.0,45.5,155.0,0.0,3.0,3.0,2.0,17.0,17.0,17.0,2,4,0,0,,,,,0,0,0,2,1,running,5,0.0,24.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0.0,1.0,0.0,1485802000000000000,163.0,62.0,173.0,4.0,10.0,10.0,8.0,26.0,,24.0,4,14,6,2,40.0,50,"14mm, 27kg",Never Tested,1,2,0,2,2,,15,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,0.0,1.0,0.0,1485802723000000000,171.0,64.0,172.0,1.0,8.0,8.0,4.0,,,,3,8,0,0,,,,,0,0,0,0,0,,19,,50.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485804146000000000,178.0,65.0,179.0,3.0,6.0,5.0,4.0,,,,2,7,1,0,,,,,0,0,0,0,0,,don't know,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485804231000000000,190.0,78.0,190.0,1.0,6.0,6.0,4.0,29.0,29.0,29.0,3,5,2,0,,,,,0,0,1,2,2,"Cardio, basketball",6,,20.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
